53,1,88506,7,13,1,6,2,0,1,0,0,40,21,1
24,4,172987,7,13,1,13,2,0,1,0,0,50,21,1
49,4,94638,10,9,5,3,4,0,0,0,0,40,21,1
25,4,289980,10,9,2,2,5,0,1,0,0,35,21,1
57,8,337895,7,13,1,6,2,2,1,0,0,40,21,0
53,4,144361,10,9,1,8,2,0,1,0,0,38,21,1
44,4,128354,2,14,3,7,4,0,0,0,0,40,21,1
41,3,101603,4,11,1,10,2,0,1,0,0,40,21,1
29,4,271466,4,11,2,6,5,0,1,0,0,43,21,1
25,4,32275,15,10,1,7,3,4,0,0,0,40,21,1
18,4,226956,10,9,2,1,0,0,0,0,0,30,37,1
47,4,51835,3,15,1,6,3,0,0,0,1902,60,23,0
50,8,251585,7,13,3,7,5,0,1,0,0,55,21,0
47,5,109832,10,9,3,7,5,0,1,0,0,60,21,1
43,4,237993,15,10,1,13,2,0,1,0,0,40,21,0
46,4,216666,9,3,1,8,2,0,1,0,0,40,9,1
35,4,56352,4,11,1,1,2,0,1,0,0,40,30,1
41,4,147372,10,9,1,3,2,0,1,0,0,48,21,1
30,4,188146,10,9,1,8,2,0,1,5013,0,40,21,1
30,4,59496,7,13,1,0,2,0,1,2407,0,40,21,1
32,37,293936,11,4,0,37,5,0,1,0,0,40,37,1
48,4,149640,10,9,1,14,2,0,1,0,0,40,21,1
42,4,116632,13,16,1,6,2,0,1,0,0,45,21,0
29,4,105598,15,10,3,13,5,0,1,0,0,58,21,1
36,4,155537,10,9,1,10,2,0,1,0,0,40,21,1
28,4,183175,15,10,3,3,5,0,0,0,0,40,21,1
53,4,169846,10,9,1,3,3,0,0,0,0,40,21,0
49,5,191681,15,10,1,7,2,0,1,0,0,50,21,0
25,37,200681,15,10,2,37,0,0,1,0,0,40,21,1
19,4,101509,15,10,2,6,0,0,1,0,0,32,21,1
31,4,309974,7,13,5,0,0,2,0,0,0,40,21,1
29,1,162298,7,13,1,0,2,0,1,0,0,70,21,0
23,4,211678,15,10,2,8,5,0,1,0,0,40,21,1
79,4,124744,15,10,1,6,1,0,1,0,0,20,21,1
27,4,213921,10,9,2,1,0,0,1,0,0,40,9,1
40,4,32214,0,12,1,3,2,0,1,0,0,40,21,1
67,37,212759,14,6,1,37,2,0,1,0,0,2,21,1
18,4,309634,8,7,2,1,0,0,0,0,0,22,21,1
31,0,125927,11,4,1,11,2,0,1,0,0,40,21,1
18,4,446839,10,9,2,0,5,0,1,0,0,30,21,1
52,4,276515,7,13,1,1,2,0,1,0,0,40,2,1
46,4,51618,10,9,1,1,3,0,0,0,0,40,21,1
59,4,159937,10,9,1,0,2,0,1,0,0,48,21,1
44,4,343591,10,9,3,10,5,0,0,14344,0,40,21,0
53,4,346253,10,9,3,0,0,0,0,0,0,35,21,1
49,0,268234,10,9,1,4,2,0,1,0,0,40,21,0
33,4,202051,2,14,1,6,2,0,1,0,0,50,21,1
30,4,54334,1,5,2,0,5,0,1,0,0,40,21,1
43,8,410867,13,16,2,6,5,0,0,0,0,50,21,0
57,4,249977,4,11,1,6,2,0,1,0,0,40,21,1
37,4,286730,15,10,3,10,4,0,0,0,0,40,21,1
28,4,212563,15,10,3,8,4,2,0,0,0,25,21,1
30,4,117747,10,9,1,0,3,1,0,0,1573,35,37,1
34,0,226296,7,13,1,4,2,0,1,0,0,40,21,0
29,0,115585,15,10,2,2,5,0,1,0,0,50,21,1
48,1,191277,13,16,1,6,2,0,1,0,1902,60,21,0
37,4,202683,15,10,1,0,2,0,1,0,0,48,21,0
48,4,171095,0,12,3,7,4,0,0,0,0,40,27,1
32,8,249409,10,9,2,1,0,2,1,0,0,40,21,1
76,4,124191,2,14,1,7,2,0,1,0,0,40,21,0
44,4,198282,7,13,1,7,2,0,1,15024,0,60,21,0
47,1,149116,2,14,2,6,5,0,0,0,0,50,21,1
20,4,188300,15,10,2,13,0,0,0,0,0,40,21,1
29,4,103432,10,9,2,10,5,0,1,0,0,40,21,1
32,5,317660,10,9,1,10,2,0,1,7688,0,40,21,0
17,37,304873,14,6,2,37,0,0,0,34095,0,32,21,1
30,4,194901,8,7,2,2,0,0,1,0,0,40,21,1
31,0,189265,10,9,2,3,5,0,0,0,0,40,21,1
42,4,124692,10,9,1,2,2,0,1,0,0,40,21,1
24,4,432376,7,13,2,0,1,0,1,0,0,40,21,1
38,4,65324,3,15,1,6,2,0,1,0,0,40,21,0
56,1,335605,10,9,1,1,2,0,1,0,1887,50,16,0
28,4,377869,15,10,1,0,3,0,0,4064,0,25,21,1
36,4,102864,10,9,2,8,0,0,0,0,0,40,21,1
53,4,95647,1,5,1,2,2,0,1,0,0,50,21,1
56,5,303090,15,10,1,0,2,0,1,0,0,50,21,1
49,0,197371,4,11,1,10,2,2,1,0,0,40,21,0
55,4,247552,15,10,1,0,2,0,1,0,0,56,21,1
22,4,102632,10,9,2,10,5,0,1,0,0,41,21,1
21,4,199915,15,10,2,1,0,0,0,0,0,40,21,1
40,4,118853,7,13,1,7,2,0,1,0,0,60,21,1
30,4,77143,7,13,2,7,0,2,1,0,0,40,31,1
29,3,267989,7,13,1,6,2,0,1,0,0,50,21,0
19,4,301606,15,10,2,1,0,2,1,0,0,35,21,1
47,4,287828,7,13,1,7,3,0,0,0,0,40,21,0
20,4,111697,15,10,2,3,0,0,0,0,1719,28,21,1
31,4,114937,0,12,1,3,2,0,1,0,0,40,21,0
35,37,129305,10,9,1,37,2,0,1,0,0,40,21,1
39,4,365739,15,10,3,10,5,0,1,0,0,40,21,1
28,4,69621,0,12,2,0,5,0,0,0,0,60,21,1
24,4,43323,10,9,2,1,5,0,0,0,1762,40,21,1
38,1,120985,10,9,1,10,2,0,1,4386,0,35,21,1
37,4,254202,7,13,1,0,2,0,1,0,0,50,21,1
46,4,146195,0,12,3,13,5,2,0,0,0,36,21,1
38,8,125933,2,14,1,6,2,0,1,0,0,40,39,0
43,1,56920,10,9,1,10,2,0,1,0,0,60,21,1
27,4,163127,4,11,1,3,3,0,0,0,0,35,21,1
20,4,34310,15,10,2,0,0,0,1,0,0,20,21,1
49,4,81973,15,10,1,10,2,1,1,0,0,40,21,0
61,5,66614,10,9,1,10,2,0,1,0,0,40,21,1
27,4,232782,15,10,2,0,0,0,0,0,0,40,21,1
19,4,316868,15,10,2,1,0,0,1,0,0,30,9,1
45,4,196584,4,11,2,6,5,0,0,0,1564,40,21,0
70,4,105376,15,10,2,13,1,0,1,0,0,40,21,1
31,4,185814,10,9,2,14,4,2,0,0,0,30,21,1
22,4,175374,15,10,1,1,2,0,1,0,0,24,21,1
36,4,108293,10,9,4,1,4,0,0,0,0,24,21,1
64,4,181232,8,7,1,10,2,0,1,0,2179,40,21,1
43,37,174662,15,10,3,37,5,0,0,0,0,40,21,1
47,0,186009,15,10,3,3,4,0,0,0,0,38,9,1
34,4,198183,10,9,2,3,5,0,0,0,0,40,21,1
33,4,163003,7,13,2,7,1,1,0,0,0,40,24,1
21,4,296158,10,9,2,10,0,0,1,0,0,35,21,1
52,37,252903,10,9,3,37,5,0,1,0,0,45,21,0
48,4,187715,10,9,1,10,2,0,1,0,0,46,21,1
23,4,214542,7,13,2,2,5,0,1,0,0,40,21,1
71,1,494223,15,10,5,0,4,2,1,0,1816,2,21,1
29,4,191535,10,9,3,10,5,0,1,0,0,60,21,1
42,4,228456,7,13,5,1,1,2,1,0,0,50,21,1
68,37,38317,12,2,3,37,5,0,0,0,0,20,21,1
25,4,252752,10,9,2,1,4,0,0,0,0,40,21,1
44,5,78374,2,14,3,7,4,1,0,0,0,40,21,1
28,4,88419,10,9,2,7,5,1,0,0,0,40,27,1
45,1,201080,2,14,1,0,2,0,1,0,0,40,21,0
36,4,207157,15,10,3,1,4,0,0,0,0,40,9,1
39,8,235485,0,12,2,7,5,0,1,0,0,42,21,1
46,3,102628,2,14,4,4,4,0,1,0,0,40,21,1
18,4,25828,8,7,2,2,0,0,1,0,0,16,21,1
66,0,54826,4,11,4,6,5,0,0,0,0,20,21,1
27,4,124953,10,9,2,1,5,0,1,0,1980,40,21,1
28,3,175325,10,9,1,4,2,0,1,0,0,40,21,1
51,4,96062,15,10,1,0,2,0,1,0,1977,40,21,0
27,4,428030,7,13,2,10,5,0,1,0,0,50,21,1
28,3,149624,7,13,1,6,2,0,1,0,0,40,21,0
27,4,253814,10,9,0,0,4,0,0,0,0,25,21,1
21,4,312956,10,9,2,10,0,2,1,0,0,40,21,1
34,4,483777,10,9,2,2,5,2,1,0,0,40,21,1
18,4,183930,10,9,2,1,0,0,1,0,0,12,21,1
33,4,37274,7,13,1,6,2,0,1,0,0,65,21,1
44,0,181344,15,10,1,7,2,2,1,0,0,38,21,0
43,4,114580,15,10,3,3,5,0,0,0,0,40,21,1
30,4,633742,15,10,2,10,5,2,1,0,0,45,21,1
40,4,286370,11,4,1,8,2,0,1,0,0,40,9,0
37,8,29054,15,10,1,3,2,0,1,0,0,42,21,0
34,4,304030,10,9,1,3,2,2,1,0,0,40,21,1
41,1,143129,7,13,3,7,5,0,0,0,0,40,21,1
53,37,135105,7,13,3,37,5,0,0,0,0,50,21,1
31,4,99928,2,14,1,6,3,0,0,0,0,50,21,1
58,3,109567,13,16,1,6,2,0,1,0,0,1,21,0
38,4,155222,15,10,3,8,5,2,0,0,0,28,21,1
24,4,159567,15,10,1,8,2,0,1,0,0,40,21,1
41,0,523910,7,13,1,10,2,2,1,0,0,40,21,1
47,4,120939,15,10,1,13,2,0,1,0,0,45,21,1
41,8,130760,7,13,1,13,2,0,1,0,0,24,21,1
23,4,197387,9,3,1,14,1,0,1,0,0,40,9,1
36,4,99374,15,10,3,10,5,0,1,0,0,40,21,1
40,8,56795,2,14,2,7,5,0,0,14084,0,55,21,0
35,4,138992,2,14,1,6,1,0,1,7298,0,40,21,0
24,1,32921,10,9,2,0,5,0,1,0,0,40,21,1
26,4,397317,2,14,2,6,5,0,0,0,1876,40,21,1
19,37,170653,10,9,2,37,0,0,1,0,0,40,35,1
51,4,259323,7,13,1,7,2,0,1,0,0,50,21,0
42,0,254817,15,10,2,6,5,0,0,0,1340,40,21,1
37,3,48211,10,9,3,3,4,0,0,0,0,35,21,1
18,4,140164,8,7,2,0,0,0,0,0,0,40,21,1
36,4,128757,7,13,1,1,2,2,1,7298,0,36,21,0
35,4,36270,10,9,3,10,5,0,1,0,0,60,21,1
58,5,210563,10,9,1,0,3,0,0,15024,0,35,21,0
17,4,65368,8,7,2,0,0,0,0,0,0,12,21,1
44,0,160943,10,9,1,14,2,2,1,0,0,40,21,1
37,4,208358,10,9,1,10,2,0,1,0,0,40,21,0
35,4,153790,15,10,2,0,5,3,0,0,0,40,21,1
60,4,85815,10,9,1,10,2,1,1,0,0,40,21,1
54,5,125417,11,4,1,8,2,0,1,0,0,40,21,0
37,4,635913,7,13,2,7,5,2,1,0,0,60,21,0
50,4,313321,0,12,3,0,5,0,0,0,0,40,21,1
38,4,182609,7,13,1,0,2,0,1,0,0,50,33,1
45,4,109434,7,13,1,6,2,0,1,0,0,55,21,1
25,4,255004,14,6,2,10,5,0,1,0,0,40,21,1
31,4,197860,15,10,1,2,2,0,1,0,0,40,21,1
64,37,187656,12,2,3,37,5,0,1,0,0,40,21,1
90,4,51744,10,9,2,1,5,2,1,0,2206,40,21,1
54,4,176681,10,9,1,3,2,2,1,0,0,20,21,1
53,0,140359,5,1,2,8,5,0,0,0,0,35,21,1
18,4,243313,10,9,2,0,0,0,0,0,0,40,21,1
60,37,24215,14,6,3,37,5,3,0,0,0,10,21,1
66,1,167687,10,9,1,11,2,0,1,1409,0,50,21,1
75,4,314209,4,11,4,3,5,0,0,0,0,20,34,1
65,4,176796,10,9,3,3,5,0,0,0,0,40,21,1
35,4,538583,8,7,5,14,5,2,1,3674,0,40,21,1
41,4,130408,10,9,3,0,4,2,0,0,0,38,21,1
25,4,159732,15,10,2,3,5,0,1,0,0,42,21,1
33,4,110978,15,10,3,10,1,4,0,0,0,40,21,1
28,4,76714,3,15,2,6,5,0,1,0,0,55,21,0
59,3,268700,10,9,1,1,2,0,1,0,0,40,21,1
40,3,170525,15,10,2,3,5,0,0,0,0,38,21,1
41,4,180138,7,13,1,7,2,0,1,0,0,50,39,0
38,0,115076,2,14,1,7,2,0,1,0,0,70,21,0
23,4,115458,10,9,2,14,0,0,1,0,0,40,21,1
40,4,347890,7,13,1,6,2,0,1,0,0,40,21,0
41,1,196001,10,9,1,1,3,0,0,0,0,20,21,1
24,3,273905,0,12,1,4,2,0,1,0,0,50,21,1
20,37,119156,15,10,2,37,0,0,1,0,0,20,21,1
38,4,179488,15,10,3,10,5,0,1,0,1741,40,21,1
56,4,203580,10,9,1,3,2,0,1,0,0,35,37,1
58,4,236596,10,9,1,3,2,0,1,0,0,45,21,0
32,4,183916,10,9,2,1,5,0,0,0,0,34,21,1
40,4,207578,0,12,1,13,2,0,1,0,1977,60,21,0
45,4,153141,10,9,1,3,2,0,1,0,0,40,37,1
41,4,112763,3,15,1,6,3,0,0,0,0,40,21,0
42,4,390781,7,13,1,3,3,2,0,0,0,40,21,1
59,0,171328,14,6,4,1,4,2,0,0,0,30,21,1
19,0,27382,15,10,2,3,0,0,1,0,0,40,21,1
58,4,259014,15,10,2,14,5,0,1,0,0,20,21,1
42,1,303044,10,9,1,11,2,1,1,0,0,40,5,0
20,4,117789,10,9,2,1,0,0,0,0,0,40,21,1
32,4,172579,10,9,5,1,5,0,0,0,0,30,21,1
45,4,187666,4,11,4,7,5,0,0,0,0,45,21,1
50,4,204518,11,4,3,10,5,0,1,0,0,40,21,1
36,4,150042,7,13,3,6,0,0,0,0,0,40,21,1
45,4,98092,10,9,1,0,2,0,1,0,0,60,21,1
17,4,245918,8,7,2,1,0,0,1,0,0,12,21,1
59,4,146013,15,10,1,0,2,0,1,4064,0,40,21,1
26,4,378322,8,7,1,10,2,0,1,0,0,40,21,1
37,5,257295,15,10,1,7,2,1,1,0,0,75,18,0
19,37,218956,15,10,2,37,0,0,1,0,0,24,16,1
64,4,21174,10,9,1,7,2,0,1,0,0,40,21,0
33,4,185480,7,13,2,6,5,0,0,0,0,45,21,1
33,4,222205,10,9,1,10,3,0,0,0,0,40,21,0
61,4,69867,10,9,1,7,2,0,1,0,0,40,21,0
17,4,191260,1,5,2,1,0,0,1,1055,0,24,21,1
50,1,30653,2,14,1,11,2,0,1,2407,0,98,21,1
27,0,209109,2,14,2,6,0,0,1,0,0,35,21,1
30,4,70377,10,9,3,6,0,0,0,0,0,40,21,1
43,4,477983,10,9,1,2,2,2,1,0,0,40,21,1
44,4,170924,15,10,1,10,2,0,1,7298,0,40,21,0
35,4,190174,15,10,2,7,5,0,0,0,0,40,21,1
25,4,193787,15,10,2,13,0,0,0,0,0,40,21,1
24,4,279472,15,10,1,8,3,0,0,7298,0,48,21,0
22,4,34918,7,13,2,6,5,0,0,0,0,15,31,1
42,0,97688,15,10,1,10,2,0,1,5178,0,40,21,0
34,4,175413,0,12,3,0,4,2,0,0,0,45,21,1
60,4,173960,7,13,3,6,5,0,0,0,0,42,21,1
21,4,205759,10,9,2,2,0,0,1,0,0,40,21,1
57,8,425161,2,14,1,0,2,0,1,15024,0,40,21,0
41,4,220531,3,15,1,6,2,0,1,0,0,60,21,0
50,4,176609,15,10,3,1,5,0,1,0,0,45,21,1
25,4,371987,7,13,2,7,5,0,0,0,0,40,21,1
50,4,193884,11,4,1,10,2,0,1,0,0,40,19,1
36,4,200352,7,13,1,6,2,0,1,0,0,45,21,1
31,4,127595,10,9,3,6,5,0,0,0,0,40,21,1
29,0,220419,7,13,2,4,5,0,1,0,0,56,21,1
21,4,231931,15,10,2,0,0,0,1,0,0,45,21,1
27,4,248402,7,13,2,13,4,2,0,0,0,40,21,1
65,4,111095,10,9,1,14,2,0,1,0,0,16,21,1
37,5,57424,7,13,3,0,5,0,0,0,0,60,21,1
39,37,157443,2,14,1,37,3,1,0,3464,0,40,37,1
24,4,278130,10,9,2,10,0,0,1,0,0,40,21,1
38,4,169469,10,9,3,0,5,0,1,0,0,80,21,1
48,4,146268,7,13,1,3,2,0,1,7688,0,40,21,0
21,4,153718,15,10,2,1,5,1,0,0,0,25,21,1
31,4,217460,10,9,1,14,2,0,1,0,0,45,21,0
55,4,238638,10,9,1,0,2,0,1,4386,0,40,21,0
24,4,303296,15,10,1,3,3,1,0,0,0,40,40,1
43,4,173321,10,9,3,3,5,0,0,0,0,40,21,1
26,4,193945,0,12,2,13,5,0,1,0,0,45,21,1
46,4,83082,0,12,2,6,5,0,0,0,0,33,21,1
35,4,193815,0,12,1,3,2,0,1,0,0,40,21,0
41,5,34987,15,10,1,11,2,0,1,0,0,54,21,0
26,4,59306,7,13,2,0,5,0,1,0,0,40,21,1
34,4,142897,2,14,1,7,2,1,1,7298,0,35,26,0
19,37,860348,15,10,2,37,0,2,0,0,0,25,21,1
36,1,205607,7,13,3,6,5,2,0,0,0,40,21,0
22,4,199698,15,10,2,0,0,0,1,0,0,15,21,1
24,4,191954,15,10,2,8,5,0,1,0,0,40,21,1
77,1,138714,15,10,1,0,2,0,1,0,0,40,21,1
22,4,399087,9,3,1,8,1,0,0,0,0,40,9,1
29,4,423158,15,10,2,13,5,0,0,0,0,40,21,1
62,4,159841,10,9,4,1,5,0,0,0,0,24,21,1
39,1,174308,10,9,1,7,2,0,1,0,0,40,21,1
43,4,50356,15,10,1,10,2,0,1,0,1485,50,21,1
35,4,186110,10,9,3,14,5,0,1,0,0,45,21,1
29,4,200381,8,7,2,7,5,0,0,0,0,40,21,1
76,1,174309,2,14,1,10,2,0,1,0,0,10,21,1
63,1,78383,10,9,1,11,2,0,1,0,0,45,21,1
23,37,211601,4,11,2,37,0,2,0,0,0,15,21,1
43,4,187728,15,10,1,6,3,0,0,0,1887,50,21,0
58,1,321171,10,9,1,2,2,0,1,0,0,40,21,1
66,4,127921,10,9,2,14,5,0,1,2050,0,55,21,1
41,4,206565,15,10,2,10,5,2,1,0,0,45,21,1
26,4,224563,7,13,2,3,5,0,1,0,0,40,21,1
47,4,178686,4,11,2,1,5,0,1,0,0,40,21,1
55,0,98545,14,6,1,3,2,0,1,0,0,40,21,1
53,4,242606,10,9,1,14,2,0,1,0,0,40,21,1
17,4,270942,9,3,2,1,1,0,1,0,0,48,9,1
30,4,94235,10,9,2,10,1,0,1,0,0,40,21,1
49,4,71195,2,14,2,6,5,0,1,0,0,60,21,1
19,4,104112,10,9,2,0,4,2,1,0,0,30,0,1
45,4,261192,10,9,1,1,2,2,1,0,0,40,21,1
26,4,94936,0,12,2,0,5,0,1,0,0,40,21,1
38,4,296478,4,11,1,10,2,0,1,7298,0,40,21,0
36,3,119272,10,9,1,4,2,0,1,7298,0,40,21,0
33,4,85043,10,9,2,11,5,0,1,0,0,20,21,1
22,3,293364,15,10,2,4,0,2,0,0,0,40,21,1
43,1,241895,7,13,2,0,5,0,1,0,0,42,21,1
67,37,36135,8,7,1,37,2,0,1,0,0,8,21,1
30,37,151989,4,11,3,37,4,0,0,0,0,40,21,1
56,4,101128,0,12,0,1,5,0,1,0,0,25,39,1
31,4,156464,7,13,2,6,0,0,1,0,0,25,21,1
33,4,117963,7,13,1,7,2,0,1,0,0,40,21,0
26,4,192262,10,9,1,1,2,0,1,0,0,40,21,1
33,4,111363,7,13,1,7,2,0,1,0,0,40,21,0
46,0,329752,8,7,1,14,2,0,1,0,0,30,21,1
59,37,372020,7,13,1,37,2,0,1,0,0,40,21,0
38,8,95432,10,9,1,3,2,0,1,0,0,40,21,0
65,4,161400,8,7,4,1,4,4,1,0,0,40,21,1
40,4,96129,4,11,1,13,2,0,1,0,0,40,21,0
42,4,111949,10,9,1,3,3,0,0,0,0,35,21,1
26,1,117125,1,5,1,10,2,0,1,0,0,40,22,1
36,4,348022,14,6,1,1,3,0,0,0,0,24,21,1
62,4,270092,2,14,1,6,2,0,1,0,0,40,21,0
43,4,180609,7,13,1,14,2,0,1,0,0,45,21,1
43,4,174575,7,13,3,7,5,0,1,0,1564,45,21,0
22,4,410439,10,9,0,0,5,0,1,0,0,55,21,1
28,4,92262,10,9,1,10,2,0,1,0,0,40,21,1
56,1,183081,15,10,1,0,2,0,1,0,0,45,21,1
22,4,362589,0,12,2,0,5,0,0,0,0,15,21,1
57,4,212448,7,13,3,7,5,0,0,0,0,45,21,0
39,4,481060,10,9,3,0,4,0,0,0,0,40,21,1
26,8,185885,15,10,2,3,4,0,0,0,0,15,21,1
17,4,89821,8,7,2,1,0,0,1,0,0,10,21,1
40,3,184018,4,11,1,8,2,0,1,0,0,38,21,0
45,4,256649,10,9,1,8,2,2,1,0,0,40,21,1
44,4,160323,10,9,2,10,5,2,1,0,0,40,21,1
20,0,350845,15,10,2,3,0,0,0,0,0,10,21,1
33,4,267404,10,9,1,10,3,0,0,0,0,40,21,1
23,4,35633,15,10,2,0,5,0,1,0,0,40,21,1
46,1,80914,2,14,3,7,5,0,1,0,0,30,21,1
38,4,172927,10,9,1,0,2,0,1,0,0,50,21,1
54,4,174319,10,9,3,14,5,0,1,0,0,40,21,1
46,4,214955,9,3,3,10,5,0,0,0,2339,45,21,1
25,4,344991,15,10,1,10,2,0,1,0,0,40,21,1
46,4,108699,15,10,3,0,5,0,0,0,0,40,21,1
36,0,117312,15,10,1,14,3,0,0,0,0,40,21,1
23,4,396099,10,9,2,1,5,0,0,0,0,25,21,1
29,4,134152,10,9,5,8,5,0,1,0,0,40,21,1
44,4,162028,15,10,1,3,3,0,0,0,2415,6,21,0
19,4,25429,15,10,2,3,0,0,0,0,0,16,21,1
19,4,232392,10,9,2,1,1,0,0,0,0,40,21,1
35,4,220098,10,9,1,1,3,0,0,0,0,40,21,0
27,4,301302,7,13,2,10,5,0,1,0,0,50,21,1
46,1,277946,0,12,5,10,5,0,1,0,0,40,21,1
34,3,98101,7,13,1,7,2,0,1,7688,0,45,37,0
34,4,196164,10,9,2,1,5,0,0,0,0,35,21,1
44,4,115562,15,10,1,13,2,0,1,0,0,40,21,1
45,4,96975,15,10,3,2,4,0,0,0,0,40,21,1
20,37,137300,10,9,2,37,1,0,0,0,0,35,21,1
25,4,86872,7,13,1,7,2,0,1,0,0,55,21,0
52,5,132178,7,13,1,7,2,0,1,0,0,50,21,0
20,4,416103,15,10,2,2,0,0,1,0,0,40,21,1
28,4,108574,15,10,2,1,5,0,0,0,0,40,21,1
50,3,288353,7,13,1,4,2,0,1,0,0,40,21,0
34,4,227689,4,11,3,13,5,0,0,0,0,64,21,1
28,4,166481,11,4,1,2,2,4,1,0,2179,40,30,1
41,4,445382,2,14,1,7,2,0,1,0,1977,65,21,0
28,4,110145,10,9,1,3,2,0,1,0,0,40,21,1
46,1,317253,10,9,1,10,2,0,1,0,0,25,21,1
28,37,123147,15,10,1,37,3,0,0,0,1887,40,21,0
32,4,364657,15,10,1,7,2,0,1,0,0,50,21,1
41,0,42346,15,10,3,1,5,2,0,0,0,24,21,1
24,4,241951,10,9,2,2,4,2,0,0,0,40,21,1
33,4,118500,15,10,3,7,4,0,0,0,0,40,21,1
46,4,188386,13,16,1,7,2,0,1,15024,0,60,21,0
31,3,1033222,15,10,1,8,2,0,1,0,0,40,21,1
35,4,92440,6,8,3,10,5,0,1,0,0,50,21,0
52,4,190762,12,2,1,8,2,0,1,0,0,40,9,1
30,4,426017,8,7,2,1,0,0,0,0,0,19,21,1
34,0,243867,8,7,5,8,5,2,1,0,0,40,21,1
34,3,240283,10,9,3,14,4,0,0,0,0,40,21,1
20,4,61777,15,10,1,0,2,0,1,0,0,30,21,1
17,4,175024,8,7,2,2,0,0,1,2176,0,18,21,1
32,3,92003,7,13,1,7,3,0,0,0,0,40,21,0
29,4,188401,10,9,3,11,5,0,1,0,0,40,21,1
33,4,228528,14,6,2,10,4,0,0,0,0,35,21,1
25,4,133373,10,9,1,14,2,0,1,0,0,60,21,1
36,8,255191,2,14,2,6,5,0,1,0,1408,40,21,1
23,4,204653,10,9,2,2,5,0,1,0,0,72,38,1
63,5,222289,10,9,1,7,2,0,1,0,0,40,21,0
47,0,287480,2,14,1,6,2,0,1,0,0,40,21,1
80,37,107762,10,9,4,37,5,0,1,0,0,24,21,1
17,37,202521,8,7,2,37,0,0,1,0,0,40,21,1
40,1,204116,7,13,0,6,5,0,0,2174,0,40,21,1
30,4,29662,0,12,1,1,3,0,0,0,0,25,21,0
27,4,116358,15,10,2,10,0,1,1,0,1980,40,24,1
33,4,208405,2,14,1,6,2,0,1,0,0,50,21,0
34,0,284843,10,9,2,11,5,2,1,594,0,60,21,1
34,0,117018,15,10,2,4,5,0,0,0,0,40,21,1
23,4,81281,15,10,1,3,2,0,1,0,0,40,21,1
42,0,340148,15,10,1,3,3,0,0,0,0,40,21,1
29,4,363425,7,13,2,6,5,0,1,0,0,40,21,1
45,4,45857,10,9,3,3,5,0,0,0,0,28,21,1
24,8,191073,10,9,2,9,0,0,1,0,0,40,21,1
44,4,116632,15,10,1,6,2,0,1,0,0,40,21,0
27,4,405855,1,5,2,10,1,0,1,0,0,40,9,1
20,4,298227,15,10,2,0,5,0,1,0,0,35,21,1
44,4,290521,10,9,4,7,4,2,0,0,0,40,21,1
51,4,56915,10,9,1,10,2,3,1,0,0,40,21,1
20,4,146538,10,9,1,8,2,0,1,0,0,40,21,1
